6.974, 0.0, 0.0, 1756.0, -17.5, 0.0, 7.073, 0.0, 0.0, 1932.0, 0.9, 0.0, 7.045, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.987, 0.016, 0.106, 1833.0, -16.9, 0.0, -0.0002361321821808815, -0.004483875818550587, 0.002480302006006241, -0.39456188678741455, 0.05141260847449303, -9.761220932006836, -0.005255251191556454, -0.04112225025892258, 3.8199493885040283, 7.01975, 0.016, 0.106, 1867.0, 3.26112260539338, 0.07883620372440453, 141.0647753591438
6.828, 0.0, 0.0, 1756.0, -4.8, 0.0, 6.947, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.919, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.929, 0.0, 0.0, 1832.0, -3.7, 0.0, 0.0002965005114674568, -0.003951244056224823, 0.003545566461980343, -0.4411919116973877, 0.011956420727074146, -9.756439208984375, -0.005221369676291943, -0.041122518479824066, 3.819844961166382, 6.905749999999999, 0.0, 0.0, 1866.75, 2.408084621352826, 1.7467871956813983, 142.09501713945616
6.816, 0.0, 0.0, 1756.0, 1.4, 0.0, 6.922, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.896, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.891, 0.048, 0.321, 1832.0, 2.5, 0.0, 0.0008291322737932205, -0.002885979600250721, 0.0019476702436804771, -0.3802141547203064, 0.06934724003076553, -9.798286437988281, -0.005217032972723246, -0.041107211261987686, 3.8198654651641846, 6.88125, 0.048, 0.321, 1866.75, 2.494371244353379, 1.7362479361984524, 143.2133688489365
6.755, 0.0, 0.0, 1756.0, 5.5, 0.0, 6.879, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.871, 0.0, 0.0, 1947.0, 45.9, 0.0, 6.866, 0.0, 0.108, 1832.0, 7.3, 0.0, -0.0028992919251322746, -0.004483875818550587, 0.003545566461980343, -0.3778228759765625, 0.03467362001538277, -9.780351638793945, -0.005135182291269302, -0.04110284894704819, 3.819868326187134, 6.8427500000000006, 0.0, 0.108, 1866.75, 1.4300662425656432, 0.21401247918311278, 141.60044450803264
6.722, 0.0, 0.0, 1756.0, 10.8, 0.0, 6.853, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.874, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.851, 0.0, 0.217, 1833.0, 13.0, 0.0, -0.0018340284004807472, -0.0012880831491202116, 0.004078199155628681, -0.3598882555961609, 0.1040208637714386, -9.769590377807617, -0.005084522068500519, -0.04112812504172325, 3.8198482990264893, 6.824999999999999, 0.0, 0.217, 1867.0, 2.096733510960491, 0.0008196465200247527, 141.05730194319239
6.74, 0.0, 0.0, 1756.0, 14.3, 0.0, 6.866, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.864, 0.0, 0.0, 1947.0, 45.9, 0.0, 6.826, 0.0, 0.0, 1833.0, 16.7, 0.0, -0.00449719000607729, -0.0018207152606919408, 0.004610830917954445, -0.43760499358177185, 0.02869541011750698, -9.754047393798828, -0.005068950355052948, -0.04115705564618111, 3.8198068141937256, 6.824, 0.0, 0.0, 1867.0, 1.370961364058962, -0.2217515879265981, 140.53338721427977
6.667, 0.0, 0.0, 1756.0, 19.8, 0.0, 6.796, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.808, 0.0, 0.0, 1947.0, 45.9, 0.0, 6.796, 0.0, 0.0, 1833.0, 21.7, 0.0, 0.0018943967297673225, -0.002885979600250721, 0.003545566461980343, -0.4280398488044739, 0.04184747114777565, -9.752852439880371, -0.005074202548712492, -0.041141774505376816, 3.8197975158691406, 6.76675, 0.0, 0.0, 1867.0, 1.529064715936736, 0.45203427735694796, 143.41457089133786
6.74, 0.0, 0.0, 1756.0, 23.2, 0.0, 6.859, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.833, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.785, 0.016, 0.104, 1833.0, 25.5, 0.0, -0.001301395706832409, -0.002885979600250721, 0.0030129337683320045, -0.3885836601257324, 0.07173852622509003, -9.758830070495605, -0.005028402898460627, -0.04111083596944809, 3.8197576999664307, 6.804250000000001, 0.016, 0.104, 1867.0, 2.110979008242221, -0.998483120371839, 143.56805370536185
6.78, 0.0, 0.0, 1756.0, 27.9, 0.0, 6.906, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.894, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.846, 0.08, 0.107, 1832.0, 28.6, 0.0, -0.0002361321821808815, -0.002885979600250721, 0.002480302006006241, -0.4184747040271759, 0.031086694449186325, -9.803069114685059, -0.0050191739574074745, -0.04113159328699112, 3.8197274208068848, 6.8565, 0.08, 0.107, 1866.75, 1.0473928597170354, 1.7119089449263278, 142.78638479536122
6.833, 0.0, 0.0, 1756.0, 30.0, 0.0, 6.952, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.922, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.859, 0.048, 0.313, 1832.0, 30.2, 0.0, 0.0013617640361189842, -0.003418611828237772, 0.002480302006006241, -0.3730403184890747, 0.05141260847449303, -9.751656532287598, -0.005012825131416321, -0.0411258228123188, 3.819705009460449, 6.891500000000001, 0.048, 0.313, 1866.75, 1.1983956760483707, 0.6104137765328325, 141.63749353333077
6.864, 0.0, 0.0, 1756.0, 31.3, 0.0, 6.967, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.942, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.904, 0.032, 0.218, 1832.0, 32.2, 0.0, 0.002427029423415661, -0.002885979600250721, 0.0030129337683320045, -0.3981488049030304, 0.03586926311254501, -9.768396377563477, -0.004948735237121582, -0.041096024215221405, 3.819706916809082, 6.91925, 0.032, 0.218, 1866.75, 3.024223291206362, 1.6480281663830174, 141.37352404704646
6.881, 0.0, 0.0, 1755.0, 32.9, 0.0, 6.992, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.967, 0.0, 0.0, 1947.0, 45.9, 0.0, 6.916, 0.064, 0.427, 1832.0, 33.1, 0.0, -0.001301395706832409, -0.00235334737226367, 0.004078199155628681, -0.38140982389450073, 0.022717198356986046, -9.764808654785156, -0.004939719568938017, -0.04108348861336708, 3.8196749687194824, 6.939, 0.064, 0.427, 1866.5, 2.9953521796906424, 2.542056825399089, 140.5558727434023
6.869, 0.0, 0.0, 1755.0, 34.5, 0.0, 6.977, 0.0, 0.0, 1932.0, 0.9, 0.0, 6.972, 0.0, 0.0, 1947.0, 45.8, 0.0, 6.927, 0.032, 0.211, 1831.0, 34.8, 0.0, -0.0002361321821808815, -0.00235334737226367, 0.004078199155628681, -0.37901851534843445, 0.03467362001538277, -9.764808654785156, -0.004929916933178902, -0.041133228689432144, 3.8196685314178467, 6.93625, 0.032, 0.211, 1866.25, 3.4246611480921265, 0.5220535960758762, 142.01576764649306
